Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
left_forearm_link,-0.0881848451431847,0.004762090677078,-0.0158110196363526,0,0,0,0.133070486658893,3.84773302290753E-05,2.20540091950927E-06,-2.20235527401214E-06,7.37294784588457E-05,2.37824234252112E-06,5.58551108819743E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/left_forearm_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/left_forearm_link.STL,,left_forearm_link-1,Origin_left_forearm_joint,Axis_left_forearm_joint,left_forearm_joint,continuous,-0.0269534702231413,-0.00214213478108545,-0.00613953045680382,-2.03700008275405,-0.274733744913231,-0.191545917444499,left_lower_elbow_link,0.980643317783864,-0.0724305556359989,0.181913435172108,1,1,-3.14,3.14,,,,,,,,
left_wrist_pitch_link,-0.00097620091528669,0.00387708787434093,0.00871504590679717,0,0,0,0.0263062577407526,1.20787443936794E-05,2.58815784477125E-07,4.48417991497035E-07,1.211052369407E-05,1.59016912824003E-06,1.39466338599312E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/left_wrist_pitch_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/left_wrist_pitch_link.STL,,left_wrist_pitch_link-1,Origin_left_wrist_pitch_joint,Axis_left_wrist_pitch_joint,left_wrist_pitch_joint,continuous,-0.124566694244266,0.00920052654643683,-0.0231076425516821,3.08769993659024,-1.35192984023634,-2.62673064646431,left_forearm_link,0,0.866025403784494,-0.499999999999905,1,1,-3.14,3.14,,,,,,,,
left_wrist_tool_link,0.0150606893814914,-0.0335618936293743,0.00141729578731203,0,0,0,0.109165570786613,4.79249279687809E-05,-9.89242939819081E-06,8.73271494265076E-08,3.46888786448698E-05,3.20459834834016E-08,4.89192830147545E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/left_wrist_tool_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/left_wrist_tool_link.STL,,tool_link-2,Origin_left_wrist_tool_joint,Axis_left_wrist_tool_joint,left_wrist_tool_joint,continuous,0,0.0141339745962043,0.0264807621135394,-2.07922112326353,-0.0741625565420776,0.0531350305034689,left_wrist_pitch_link,0.995843763645561,0.0904852634575847,-0.0103737893393016,1,1,-3.14,3.14,,,,,,,,
right_shoulder_pitch_link,-0.00366633033287922,0.0730787263256541,-0.000196472994200836,0,0,0,0.2246031087904,0.000101500499717251,-6.82749765297035E-06,-2.78086224265198E-08,8.33644138092405E-05,2.54262064555644E-07,0.000108145604298187,0,0,0,0,0,0,package://aizee_urdf/meshes/right_shoulder_pitch_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_shoulder_pitch_link.STL,,right_shoulder_pitch_link-1,Origin_right_shoulder_pitch_joint,Axis_right_shoulder_pitch_joint,right_shoulder_pitch_joint,continuous,0.00190847339150882,-0.0183487092181824,0.0507092415096265,1.57079632679496,0,1.6247704646502,gantry_base_link,0,1,0,1,1,-3.14,3.14,,,,,,,,
right_upper_arm_link,-0.0766992752777904,0.0134044031968606,0.000326639066075107,0,0,0,0.311238424356508,0.000138970080817813,3.48842370504994E-05,3.86355387599525E-05,0.000383694197642075,-3.99816792458079E-06,0.000295826555291494,0,0,0,0,0,0,package://aizee_urdf/meshes/right_upper_arm_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_upper_arm_link.STL,,right_upper_arm_link-1,Origin_right_upper_arm_joint,Axis_right_upper_arm_joint,right_upper_arm_joint,continuous,0,0.106100000000005,0,-0.00814224527238941,0.000617071463436487,0.151282779581843,right_shoulder_pitch_link,0.0539479353612056,0,-0.998543749802813,1,1,-3.14,3.14,,,,,,,,
right_upper_elbow_link,0.00639564820067759,0.0872557861684293,0.00207119892372312,0,0,0,0.174621944055462,0.000144829041382155,-4.96321682014811E-05,1.01056670499481E-07,6.78203460255095E-05,-8.60250192363476E-07,0.000196949982791701,0,0,0,0,0,0,package://aizee_urdf/meshes/right_upper_elbow_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_upper_elbow_link.STL,,right_upper_elbow_link-1,Origin_right_upper_elbow_joint,Axis_right_upper_elbow_joint,right_upper_elbow_joint,continuous,-0.0837801498896911,0.0128131437121982,-0.00493341280181048,-1.7223014066196,-1.5168221889396,3.14159265358868,right_upper_arm_link,0,1,0,1,1,-3.14,3.14,,,,,,,,
right_lower_elbow_link,-0.0384012442069588,-0.00785851125133102,0.00587906711354469,0,0,0,0.151904197101514,3.84864381691025E-05,1.17654297661311E-06,6.18266537995094E-06,6.38351264784855E-05,2.40045758350241E-06,5.79465269689684E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/right_lower_elbow_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_lower_elbow_link.STL,,right_lower_elbow_link-1,Origin_right_lower_elbow_joint,Axis_right_lower_elbow_joint,right_lower_elbow_joint,continuous,0.0381999999999999,0.112403218450209,0,-1.96400162440628,0.0881271151698512,-1.59563952845255,right_upper_elbow_link,0.0880130878899545,0.920101163566575,0.381664178517595,1,1,-3.14,3.14,,,,,,,,
right_forearm_link,-0.0881846753190154,0.00476205122886658,0.0158111800695777,0,0,0,0.133069921433842,3.84772142878655E-05,2.20525594226963E-06,2.20249074094468E-06,7.37301581087857E-05,-2.37824939439681E-06,5.58558204839514E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/right_forearm_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_forearm_link.STL,,right_forearm_link-1,Origin_right_forearm_joint,Axis_right_forearm_joint,right_forearm_joint,continuous,-0.0269534702231529,-0.00214213478108295,0.00613953045680563,2.03700008275405,0.274733744913234,-0.1915459174445,right_lower_elbow_link,0.980643317783807,-0.0724305556360285,-0.181913435172403,1,1,-3.14,3.14,,,,,,,,
right_wrist_pitch_link,-0.000976345353643493,0.000999476310045377,-0.00948535498337577,0,0,0,0.0263065978280762,1.2080454337315E-05,4.86335004953335E-10,-5.17724240006246E-07,1.11915249319666E-05,1.15840250685586E-10,1.48646778943291E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/right_wrist_pitch_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_wrist_pitch_link.STL,,wrist_pitch_link-1,Origin_right_wrist_pitch_joint,Axis_right_wrist_pitch_joint,right_wrist_pitch_joint,continuous,-0.124566694244255,0.00920052654643555,0.0231076425516814,2.56409921497058,-1.35192985229203,0.514862043305627,right_forearm_link,0,0.999999999998175,0,1,1,-3.14,3.14,,,,,,,,
right_wrist_tool_link,0.0158573641025974,-0.0334895053506835,0.00140899683962481,0,0,0,0.109165571976926,4.79249281327564E-05,-9.89242965029902E-06,8.73272889154803E-08,3.46888787148901E-05,3.20459441769416E-08,4.89192832751409E-05,0,0,0,0,0,0,package://aizee_urdf/meshes/right_wrist_tool_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://aizee_urdf/meshes/right_wrist_tool_link.STL,,tool_link-3,Origin_right_wrist_tool_joint,Axis_right_wrist_tool_joint,right_wrist_tool_joint,continuous,0,0.00100005732113667,-0.0299999980892369,1.58753777306352,0.0907744300301574,3.13273498556734,right_wrist_pitch_link,0.995843763645616,0.09048526345698,-0.0103737893393006,1,1,-3.14,3.14,,,,,,,,
